Grant Id,CIA Full Name,Grant Admin Institution,State,Sector ,CEO Taxonomy,Main Funding Group,Funding Scheme,RMIS Grant Subtype,Scientific Title,Simplified Title,App Year,Start Year,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Total (Cal Yr),Broad Research Area ,Main Category FOR,Field Of Research (FOR),Research KW 1,Research KW 2,Research KW 3,Research KW 4,Research KW 5,Health KW 1,Health KW 2,Health KW 3,Health KW 4,Health KW 5
568616,Prof Rakesh K Kumar,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The Role of Pulmonary Macrophages in the Pathogenesis of an Acute Exacerbation of Chronic Asthma,Role of lung macrophages in the development of asthma exacerbations,2008,2009,,,,,,,"$162,200","$165,280","$165,280",,,,,,,"$492,760",Clinical Medicine and Science,CLINICAL SCIENCES,Respiratory Diseases,airway inflammation,alveolar macrophages,asthma,corticosteroids,,acute exacerbation of chronic asthma,airway inflammation,steroid resistance of acute severe asthma,,
568617,Prof Nicholas A Zwar,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Quit in General Practice: a cluster randomised trial of enhanced in-practice support for smoking cessation,Quit in General Practice,2008,2009,,,,,,,"$328,050","$617,410","$168,796",,,,,,,"$1,114,256",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,Clinical Nursing: Primary (preventative),General Practice,Health Economcis,Primary Health Care,Tobacco Use and Dependence,Smoking Cessation,Smoking related cardiovascular diseases,Smoking related respiratory diseases,,
568619,Dr Andrew J Brown,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"Akt Kinase Signalling, Regulated Vesicular Transport and Lipid Metabolism",Controlling fat synthesis in our cells,2008,2009,,,,,,,"$113,950","$105,721","$116,114",,,,,,,"$335,785",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Metabolism,Akt signalling,cell biology,cholesterol metabolism,vesicle trafficking,,cancer,cardiovascular disease,metabolic syndrome,metabolism,
568626,Dr Richard C Fitzpatrick,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Neurophysiology of human posture and balance,Human posture and balance,2008,2009,,,,,,,"$146,900","$77,902","$77,902",,,,,,,"$302,704",Clinical Medicine and Science,HUMAN MOVEMENT AND SPORTS SCIENCE,Motor Control,Falls in older people,Human balance,Human motor control,Human sensation,Neural reflexes,Falls and injury,Musculoskeletal disease,Neurological disease,Rehabilitation,
568627,Dr Mary M Kavurma,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),The role of TRAIL and TRAIL receptors in atherosclerosis,The role of TRAIL and TRAIL receptors in atherosclerosis,2008,2009,,,,,,,"$174,200","$193,099","$193,099",,,,,,,"$560,398",Basic Science,GENETICS,Gene Expression,VSMC proliferation and survival,atherosclerotic plaque instability,gene expression,neointimal formation,transcriptional regulation,atherosclerosis,cancer,cardiovascular disease,,
568632,Prof John BF de Wit,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Investigating the capacity of the general practitioner workforce to meet ongoing HIV primary care needs in Australia,Investigating the GP workforce providing HIV care,2008,2009,,,,,,,"$153,700","$167,013","$146,225",,,,,,,"$466,938",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,general practice,primary health care,qualitative research,social research,,HIV/AIDS,rural workforce,workforce policy,,
568637,Dr Gila  Moalem-Taylor,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The role of proinflammatory interleukin-17 (IL-17) and IL-17-producing T cells in neuropathic pain,The role of neuroinflammation in neuropathic pain,2008,2009,,,,,,,"$153,800","$156,721","$156,721",,,,,,,"$467,242",Basic Science,NEUROSCIENCES,Peripheral Nervous System,T lymphocytes,cytokine,neuroimmunology,neuropathic pain,peripheral nerve injury,allodynia,chronic pain,hyperalgesia,nerve injury,neuroinflammation
568651,Dr Brett  Garner,University of Wollongong,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Regulation of amyloid-beta production by glycosphingolipid synthesis inhibition,A new drug for Alzheimer's disease,2008,2009,,,,,,,"$162,200","$165,280","$165,280",,,,,,,"$492,760",Basic Science,NEUROSCIENCES,Cellular Nervous System,Alzheimer's disease,Amyloid-beta peptide,Membrane lipids,Neurodegeneration,,Alzheimer's disease,Neurodegenerative disease,Stress ageing and accelerated senescence,,
568666,A/Pr Sean  Emery,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Randomised trial to determine the safety and efficacy of early versus deferred treatment of adult HIV infection,"Strategic Timing of AntiRetroviral Treatment 
(START)",2008,2009,,,,,,,"$244,001","$173,254",,,,,,,,"$417,255",Clinical Medicine and Science,CLINICAL SCIENCES,Infectious Diseases,Antiretroviral therapy,Clinical endpoint trial,Randomised Clinical Trial,,,Early versus Deferred Treatment,HIV/AIDS,Morbidity and Mortality,,
568667,Prof Mark R Dadds,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"Relating genetic, biological, and behavioural markers of early conduct problems in young females",Pathways to psychopathology in young females,2008,2009,,,,,,,"$132,075","$134,583","$134,583",,,,,,,"$401,241",Clinical Medicine and Science,PSYCHOLOGY,"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",child development,clinical research,family risk factors,genetic polymorphism,,antisocial behaviour,child development,child psychopathy,early detection and intervention,genetic markers
568668,Dr John E Pimanda,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Interactions between Transcription Factor Networks and Cell Signaling Pathways during Early Blood Development,Transcriptional regulation of early blood development,2008,2009,,,,,,,"$199,700","$193,099","$193,099",,,,,,,"$585,898",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development (incl. Cell Division and Apoptosis),Cell signalling,Gene regulation,Haematopoiesis,Haematopoietic Stem Cells,Transcription factor networks,Cancer stem cells,Leukaemia,Myelo and lymphoproliferative disorders,Tissue regeneration,
568677,Prof Richard A Bryant,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Cognitive Behaviour Therapy for Posttraumatic Stress Disorder in Police Officers,Treating PTSD in Police Officers,2008,2009,,,,,,,,"$150,607","$38,951",,,,,,,"$189,558",Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry,Cognitive behaviour therapy,Police officers,Posttraumatic stress disorder,Randomised controlled trial,,Depression,Emergency responders,Posttraumatic stress disorder,,
568678,A/Pr Colleen KA Loo,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,A Controlled Study of Bilateral Electroconvulsive Therapy,Improving Outcomes with Electroconvulsive Therapy,2008,2009,,,,,,,"$200,250","$110,509","$110,509",,,,,,,"$421,268",Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry,Cognitive side effects,Depression,Efficacy,Electroconvulsive therapy (ECT),Randomised controlled trial,Depression,Memory,Psychiatry,,
568680,Dr Arun V Krishnan,University of New South Wales,NSW,University,Building Capacity-People,People Support,Career Development Award,Clinical CDA,Effects of pharmacological modification of ion channel activity on the excitability of normal and diabetic nerves.,Investigating the cause and possible treatment options in diabetic neuropathy.,2008,2009,,,,,,,"$70,688","$96,040","$96,040","$96,040","$24,010",,,,,"$382,818",Clinical Medicine and Science,CLINICAL SCIENCES,Neurology and Neuromuscular Diseases,Diabetic neuropathy,Ion channel,Neuropathic pain,,,,,,,
568694,Prof Mark R Dadds,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The impact of Oxytocin on social cognition and behaviour in youth with Autism Spectrum Disorders.,Oxytocin and social functioning in ASD,2008,2009,,,,,,,"$96,997","$81,328","$81,328",,,,,,,"$259,653",Clinical Medicine and Science,PSYCHOLOGY,"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",attachment,child development,clinical research,social behaviour,,Pervasive Developmental Disorders,social attachment,social cognition,,
568695,A/Pr Richard B Lock,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Mechanisms of glucocorticoid resistance in acute lymphoblastic leukaemia,Drug resistance in childhood leukaemia,2008,2009,,,,,,,"$179,300","$182,705","$182,705",,,,,,,"$544,710",Basic Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,apoptosis,drug resistance,epigenetics,glucocorticoids,leukaemia,acute lymphoblastic leukaemia,cancer,chemotherapy,drug resistance,paediatric leukaemia
568700,Prof Simon C Gandevia,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,NOVEL CENTRAL MECHANISMS IN HUMAN PROPRIOCEPTION,NOVEL CENTRAL MECHANISMS IN  PROPRIOCEPTION,2008,2009,,,,,,,"$158,900","$156,721","$156,721",,,,,,,"$472,342",Clinical Medicine and Science,NEUROSCIENCES,Neurosciences not elsewhere classified,Human proprioception,Kinaesthesia,Motor commands,Movement control,,Ageing,Movement control,Rehabilitation,,
568701,Dr Jane E Butler,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Control of human inspiratory muscles in health and disease,Control of breathing,2008,2009,,,,,,,"$129,800","$132,265","$132,265",,,,,,,"$394,330",Basic Science,CLINICAL SCIENCES,Respiratory Diseases,control of breathing,sleep apnoea,upper airway muscles,,,obstructive sleep apnea,respiratory diseases and sciences,respiratory system and diseases,,
568702,Dr Janet L Taylor,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Neural aspects of human muscle fatigue,Neural aspects of human muscle fatigue,2008,2009,,,,,,,"$139,032","$95,327","$95,327",,,,,,,"$329,686",Clinical Medicine and Science,HUMAN MOVEMENT AND SPORTS SCIENCE,Motor Control,central nervous system,exercise,fatigue,motor cortex,transcranial magnetic stimulation,fatigue,fatigue syndromes,neural injury or pathology,rehabilitation,
568703,A/Pr Richard B Lock,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Ressearch Fellowship,Uncoupled Research Fellowship,2008,2009,,,,,,,"$112,000","$114,128","$114,128","$114,128","$114,128",,,,,"$568,512",Basic Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,Animal models,Anti-cancer drugs,Drug resistance in cancer,Leukaemia,Xenografts,,,,,
568704,Dr Karen L MacKenzie,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Therapeutic implications of a molecular link between survivin and telomerase reverse transcriptase,Simultaneous inactivation of two genes (survivin and telomerase) that are commonly altered in diverse human cancers.,2008,2009,,,,,,,"$179,300","$182,705","$182,705",,,,,,,"$544,710",Clinical Medicine and Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,cancer and related disorders,immortalisation,telomerase,telomeres,,Cancer and Related Disorders,cancer biology,cellular transformation,immortalisation,
568712,Dr David A Brown,University of New South Wales,NSW,University,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,The role of MIC-1 in cancer and inflammation,MIC-1 in cancer and inflammation,2008,2009,,,,,,,"$94,250","$96,040","$96,040","$96,040",,,,,,"$382,370",Clinical Medicine and Science,IMMUNOLOGY,Immunology not elsewhere classified,Atherosclerosis,Cancer,Health outcomes,Inflammation,MIC-1,,,,,
568713,Dr Geoffrey A Lambert,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Headache prophylaxis by cortico-brainstem mechanisms,Preventing migraine,2008,2009,,,,,,,"$201,700","$205,531","$205,531",,,,,,,"$612,762",Clinical Medicine and Science,NEUROSCIENCES,Sensory Systems,migraine,neuropharmacology,neurophysiology,neurotransmission,trigeminal nucleus,brain stem,migraine,neurotransmitters,serotonin,
568716,Dr Katharina  Gaus,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2008,2009,,,,,,,"$112,000","$114,128","$114,128","$114,128","$114,128",,,,,"$568,512",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Membrane Biology,Cell adhesion,Cell signalling,Cholesterol metabolism,Membrane signalling,Signal transduction,,,,,
568721,Dr Shane R Thomas,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"Oxidative stress, heparan sulfates and endothelial dysfunction",Oxidative stress and endothelial dysfunction,2008,2009,,,,,,,"$147,375","$150,174","$150,174",,,,,,,"$447,723",Basic Science,CLINICAL SCIENCES,Cardiology (incl. Cardiovascular Diseases),endothelial dysfunction,heparan sulfate,nitric oxide,oxidative stress,vascular inflammation,endothelial dysfunction,oxidative stress,vascular disease,,
568724,Prof Stephen R Lord,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Development of a novel intervention for training stepping ability to reduce the risk of falls in older adults.,Development of a novel intervention for training stepping ability to reduce the risk of falls in older adults.,2008,2009,,,,,,,"$116,775","$194,322","$77,902",,,,,,,"$388,999",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,accident prevention,balance,exercise training,falls,stepping,Aging,Falls and Injury,Muscular strength degeneratin with aging,Sensory Impairment,
568725,Dr Hongyuan  Yang,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The role of seipin in lipid metabolism and adipogenesis,"seipin, lipid metabolism and adipogenesis",2008,2009,,,,,,,"$130,150","$132,622","$132,622",,,,,,,"$395,394",Basic Science,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY,Medical Biochemistry: Lipids,adipogenesis,lipid droplets,lipid metabolism,,,diabetes,metabolic syndrome,obesity,,
568727,Prof John M Kaldor,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2008,2009,,,,,,,"$153,250","$156,161","$156,161","$156,161","$156,161",,,,,"$777,894",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,Infectious disease,Injecting drug use,Prevention of infectious disease,Randomised controlled trial,Sexually transmitted infections,,,,,
568728,Prof Margaret J Morris,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Neurobiological causes of overeating in a rodent model - hedonic versus homeostatic control,Causes of overeating,2008,2009,,,,,,,"$141,100","$143,780","$143,780",,,,,,,"$428,660",Basic Science,PSYCHOLOGY,"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Appetite,Neuropharmacology,Obesity,Psychology,,Anxiety,Eating disorders not otherwise specified,Neuropharmacology,Obesity,Stress
568729,Prof Margaret J Morris,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Targeting NPY mechanisms in rodent models of generalised epilepsy,Neuropeptide Y and epilepsy,2008,2009,,,,,,,"$143,200","$145,920","$145,920",,,,,,,"$435,040",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology not elsewhere classified,Epilepsy,Neurology,Neuropeptide Y,Neuropharmacology,,Generalised seizures,Neurology- central,Neuropeptides,Neuropharmacology,
568732,Prof Derrick  Silove,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The role of trauma related anger and the cycles of violence in post conflict countries: A follow up study in Timor Leste,Anger and Violence in Timor Leste,2008,2009,,,,,,,"$212,775","$201,226","$144,060",,,,,,,"$558,061",Public Health,CLINICAL SCIENCES,Psychiatry,Behavioural Epidemiology,Men's health,Mental health,Post traumatic stress disorder,Violence,Anger,Community Violence,Culture-specific mental disorders,Post traumatic stress disorder,Social and cultural issues
568736,Dr Americo A Migliaccio,University of New South Wales,NSW,University,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,"Vestibulo-ocular reflex physiology, pathology and diagnosis.","Vision and Balance function, disease and diagnosis.",2008,2009,,,,,,,"$94,250","$96,040","$96,040","$96,040",,,,,,"$382,370",Clinical Medicine and Science,NEUROSCIENCES,Sensory Systems,Diagnostic Applications,Progression of vestibular disease,Rehabilitation and Therapy: Occupational and Physi,Systems Physiology,Vision and balance,,,,,
568743,A/Pr Matthew C Kiernan,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Flecainide in Amyotrophic lateral sclerosis - a Neuroprotective Strategy,FANS,2008,2009,,,,,,,"$238,725","$175,700","$175,700",,,,,,,"$590,125",Clinical Medicine and Science,CLINICAL SCIENCES,Neurology and Neuromuscular Diseases,flecainide,motor neuron disease,nerve excitability,neurodegeneration,neuroprotection,motor neuron disease,neurodegenerative and age-related diseases,neurological disease treatment,neuromuscular diseases,
568746,Dr Lucette A Cysique,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),Understanding cognitive decline in aging individuals with chronic HIV infection: A longitudinal crossdisciplinary study,Neurocognitive decline in older HIV+ individuals,2008,2009,,,,,,,"$149,600","$131,654","$82,258",,,,,,,"$363,512",Clinical Medicine and Science,PSYCHOLOGY,"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Longitudinal Study,Magnetic Resonance Imaging,Magnetic Resonance Spectroscopy,Neurocognitive assessment,Positron Emission Tomography,Aging,Alzheimer's Disease,HIV/AIDS,Mild Cognitive Impairement,
568752,Dr Tim E Karl,University of New South Wales,NSW,University,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,How genetic and environmental risk factors interactively impact on animal models for schizophrenia,Interaction of genetic and environmental risk factors for schizophrenia,2008,2009,,,,,,,"$94,250","$96,040","$96,040","$96,040",,,,,,"$382,370",Basic Science,PSYCHOLOGY,"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Behavioural Neuroscience,Cannabis,Environmental risk factors,Genetic Predisposition,Schizophrenia,,,,,
568753,Dr Tao  Liu,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The distinctive roles of tissue transglutaminase isoforms in neuroblastoma,The role of tissue transglutaminase in neuroblastoma,2008,2009,,,,,,,"$101,950","$103,886","$103,886",,,,,,,"$309,722",Clinical Medicine and Science,CLINICAL SCIENCES,Paediatrics,cell differentiation,histone deacetylase,histone deacetylase inhibitor,neuroblastoma,therapeutics,cancer treatment,neuroblastoma,tumourigenesis,,
568762,Prof Samuel N Breit,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The role of the TGF-b superfamily cytokine MIC-1 in prostate cancer pathogenesis,MIC-1 in prostate cancer,2008,2009,,,,,,,"$189,500","$193,099","$193,099",,,,,,,"$575,698",Clinical Medicine and Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,MIC-1,animal model of cancer,cytokine,pathogenesis,,cancer biology,metastatsis,prostate cancer,,
568764,Prof Samuel N Breit,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,CLIC1 in immune and inflammatory responses,CLIC1 and immune/inflammatory responses,2008,2009,,,,,,,"$185,300","$188,819","$188,819",,,,,,,"$562,938",Clinical Medicine and Science,IMMUNOLOGY,Immunology not elsewhere classified,chloride ion channel,immune response,inflammation,macrophage activation,phagosome,chronic inflammatory disease,immunologic diseases,infectious diseases,ischaemia reperfusion injury,multiple sclerosis
568767,Prof Caroline  Rae,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Neurochemical and metabolomic studies of the cortical GABAergic system,Studies of the GABAergic system,2008,2009,,,,,,,"$101,050","$92,575","$87,379",,,,,,,"$281,004",Basic Science,NEUROSCIENCES,Central Nervous System,NMR spectroscopy,metabolomics,neurochemistry,neuropharmacology,,Sleep,anxiety,memory impairment,motor learning,pain
568769,Dr Nicole M Jones,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),Hypoxia-inducible factor-1 (HIF-1): Pharmacological and molecular insights into its role in brain protection,Roles for HIF-1 in brain protection,2008,2009,,,,,,,"$95,950","$97,772","$97,772",,,,,,,"$291,494",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology not elsewhere classified,Animal Models,Cell Culture,Cerebral Ischemia,HIF-1,Hypoxia,Cerebral Ischemia,Hypoxia,Neonatal Brain Injury,Tolerance,
568771,Dr Nicodemus  Tedla,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Regulation of monocyte and macrophage functions by leucocyte immunoglobulin-like receptors (LILRs) in human colon,"Immune regulatory functions of LILRs-A5, B1 and B4 in human colon",2008,2009,,,,,,,"$96,850","$98,689","$98,689",,,,,,,"$294,228",Clinical Medicine and Science,IMMUNOLOGY,Cellular Immunology,Immune regulatory receptors,Immune tolerance of colon,Inflammation,Lipopolysaccharide,Monocyte/macrophage activation,Autoimmune diseases,Bactrial infection and sepsis,Immune dysregulation,Inflammatory bowel diseases,
568774,Dr Shane R Thomas,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"Post-translational control of indoleamine 2,3-dioxygenase",How is an immume regulatory enzyme controlled?,2008,2009,,,,,,,"$167,300","$170,477","$170,477",,,,,,,"$508,254",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Enzymes,"Indoleamine 2,3-dioxygenase",Raman resonance spectroscopy,immune regulation,influenza,redox regulation,immunomodulation,inflammation,influenza,tumour immunity,
568775,Dr Lesley J Ashton,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Cancer incidence in recipients of haematopoietic stem cell transplantation in Australia,Second cancers after haematopoietic stem cell transplantation,2008,2009,,,,,,,"$152,900","$176,591","$77,902",,,,,,,"$407,393",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,Cancer incidence,Cohort study,Data linkage,Immune deficiency,Transplant recipients,Cancer treatment,Carcinogenesis,Haematopoietic stem cell transplantation,Immune deficiency,
568782,A/Pr Maria  Kavallaris,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Improving cancer therapy: nanoparticle delivery of siRNA to cancer cells,Targeting cancer genes to improve therapy,2008,2009,,,,,,,"$189,500","$213,887","$203,493",,,,,,,"$606,880",Basic Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,drug sensitivity,nanoparticles,siRNA,solid tumours,targeted therapy,cancer,chemosensitization,gene silencing,lung cancer,
568787,Prof Henry  Brodaty,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Sydney Multisite Intervention of LaughterBosses and ElderClowns (SMILE): An RCT of humour therapy in residential care,A study of humour therapy in residential care,2008,2009,,,,,,,"$285,213","$347,553","$215,606",,,,,,,"$848,372",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Residential Client Care,Alzheimer's disease,aged care,dementia,residential care,,alzheimer's disease,dementia,depression in the aged,quality of life,residential care
568804,Prof Philip J Hogg,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Mechanism of interaction of VWC domains and consequence for protein function,How a large class of proteins interact with each other,2008,2009,,,,,,,"$169,100","$172,311","$172,311",,,,,,,"$513,722",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,protein chemistry,protein function,protein-protein interacton,,,cancer,central nervous system,haemostasis,,
568806,Prof John M Kaldor,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,A randomised trial to control sexually transmitted infections in remote Aboriginal communities.,Can better clinical practice lower the rates of sexually transmitted infections in remote Aboriginal communities?,2008,2009,,,,,,,"$316,900","$384,225","$420,603","$446,588","$243,413",,,,,"$1,811,729",Public Health,CLINICAL SCIENCES,Infectious Diseases,Aboriginal,Population Health,Primary health care,Public health,Remote communities,Bacterial sexually transmitted infections,Primary Health care,Randomised controlled trial,Service delivery,
568807,Dr Thomas W Weickert,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Cognitive enhancement in schizophrenia via selective oestrogen receptor modulator.,Cognitive enhancement in schizophrenia via selective oestrogen receptor modulator.,2008,2009,,,,,,,"$129,700","$132,163","$132,163",,,,,,,"$394,026",Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,cognition,estrogen receptor,learning,memory,schizophrenia,estrogen receptor,learning,memory,schizophrenia,
568811,Dr Megan P Hitchins,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The role and inheritance of constitutional epimutations in early-onset colorectal cancer.,Epimutations as a cause for heritable bowel cancer in young persons,2008,2009,,,,,,,"$127,450","$109,083","$109,083",,,,,,,"$345,616",Clinical Medicine and Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,Colorectal cancer,Epigenetics,Genetics,Hereditary cancer,,Early-onset sporadic cancers,Epigenetic screening,Epigentic reprogramming,Genetic counselling,Hereditary non-polyposis colorectal cancer
568812,Dr Cristan A Herbert,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Priming Grant (New Investigator),Th17 cell Cytokines in Airway Wall Remodelling in Chronic Asthma.,Th17 cytokines in Airway Wall Remodelling in Asthma,2008,2009,,,,,,,"$96,850","$98,689","$98,689",,,,,,,"$294,228",Clinical Medicine and Science,CLINICAL SCIENCES,Respiratory Diseases,Airway epithelium,Asthma,Fibroblast growth factors,airway inflammation,cytokines and chemokines,Asthma,airway inflammation,allergy,fibrosis,respiratory diseases
568819,Prof Andrew E Grulich,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2008,2009,,,,,,,"$135,500","$138,074","$138,074","$138,074","$138,074",,,,,"$687,796",Public Health,CLINICAL SCIENCES,Oncology and Carcinogenesis,"cancer epidemiology,HIV/AIDS","cancer prevention,","immunity, transplantation, viral infections.",immunodeficiency,infectious agent,,,,,
568823,A/Pr Miles P. Davenport,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,CD4+ T-cells in HIV - regulator or target of viral infection: a modelling approach,Helper T cells as regulators and targets of HIV infection,2008,2009,,,,,,,"$104,650","$111,835","$101,441",,,,,,,"$317,926",Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,HIV/AIDS,T lymphocytes,cell proliferation,gut immunity,homeostasis,HIV infection,HIV pathogenesis,T-cell depletion,anti-retroviral drug therapy,leukocyte trafficking
568833,Prof Shane  Darke,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Diversion and misuse of stimulant medication for ADHD among illicit psychostimulant users,Diversion and misuse of ADHD medication,2008,2009,,,,,,,"$75,550","$76,985",,,,,,,,"$152,535",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,Drug dependence,Psychoactive drugs,Substance abuse,,,Drug dependence,Public health,Substance abuse,,
568841,Dr Scott A Rice,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,The Use of Nitric Oxide to Control Infections by Biofilm Forming Bacteria,Nitric oxide treatment of bacterial biofilm based infections,2008,2009,,,,,,,"$184,861","$176,591","$186,985",,,,,,,"$548,437",Basic Science,OTHER MEDICAL AND HEALTH SCIENCES,Medical Biotechnology,Anti-biotic resistant infection,Biofilm related infections,Development of novel therapeutic agents,Nitric oxide,Pseudomonas aeruginosa,Pseudomonas aeruginosa,bacterial pathogen,biofilm,chronic infection,cystic fibrosis
